Name1,Name2,Stamina,Exp,HP,Tame,Vitality,Armour,Speed,Power
Stamina Yarrow X Power Zaplant,Power Zaplant X Stamina Yarrow,50,0,30,0,0,1,0,4.5
Stamina Yarrow X Power Wingfruit,Power Wingfruit X Stamina Yarrow,50,0,30,0,-8,0,0,12
Stamina Yarrow X Power Umbrellashroom,Power Umbrellashroom X Stamina Yarrow,50,0,30,0,-1,0,0,3
Stamina Yarrow X Power Mossball,Power Mossball X Stamina Yarrow,50,0,40,0,0,0,1,1.5
Stamina Yarrow X Power Nimbus Plant,Power Nimbus Plant X Stamina Yarrow,50,0,30,0,0,0,0,4.5
Stamina Yarrow X Power Spirit Bane,Power Spirit Bane X Stamina Yarrow,50,0,30,0,0,0,-5,7.5
Stamina Yarrow X Speed Bulbshroom,Speed Bulbshroom X Stamina Yarrow,70,0,30,0,0,0,4.5,3
Stamina Yarrow X Speed Ruby Plant,Speed Ruby Plant X Stamina Yarrow,70,0,30,0,2,0,3,2
Stamina Yarrow X Speed Fuzzball,Speed Fuzzball X Stamina Yarrow,60,0,30,0,1,0,1.5,1
Stamina Yarrow X Speed Plantern,Speed Plantern X Stamina Yarrow,60,0,30,0,0,0,6,0
Stamina Yarrow X Speed Sun Flower,Speed Sun Flower X Stamina Yarrow,50,0,30,30,0,0,3,0
Stamina Yarrow X Speed CatTail,Speed CatTail X Stamina Yarrow,50,0,30,0,0,0,4.5,0
Stamina Yarrow X Speed Mossball,Speed Mossball X Stamina Yarrow,50,0,40,0,0,0,1.5,1
Stamina Yarrow X Speed Popsiplant,Speed Popsiplant X Stamina Yarrow,50,0,30,0,1,0,3,0
Stamina Yarrow X Speed Bolt,Speed Bolt X Stamina Yarrow,50,0,30,0,0,0,7.5,0
Stamina Yarrow X Speed Flameroot,Speed Flameroot X Stamina Yarrow,50,0,30,0,0,0,6,0
Stamina Yarrow X Tame Snowdrop Flower,Tame Snowdrop Flower X Stamina Yarrow,70,500,30,150,0,0,0,0
Stamina Yarrow X Tame Spectre Flower,Tame Spectre Flower X Stamina Yarrow,60,0,30,75,0,0,-2,0
Stamina Yarrow X Tame Flag Flower,Tame Flag Flower X Stamina Yarrow,60,0,30,60,0,0,0,0
Stamina Yarrow X Tame Tiny Flower,Tame Tiny Flower X Stamina Yarrow,50,50,30,45,0,0,0,0
Stamina Yarrow X Tame Sun Flower,Tame Sun Flower X Stamina Yarrow,50,0,30,45,0,0,2,0
Stamina Yarrow X Tame Fire Flower,Tame Fire Flower X Stamina Yarrow,50,0,30,45,0,0,0,0
Stamina Yarrow X Tame Pinwheel Flower,Tame Pinwheel Flower X Stamina Yarrow,50,0,30,30,1,0,0,0
Stamina Yarrow X Tame Flake Flower,Tame Flake Flower X Stamina Yarrow,20,0,30,75,-2,0,-2,-2
Stamina Yarrow X Magic Mushroom,Magic Mushroom X Stamina Yarrow,130,0,30,0,0,0,0,0
Stamina Yarrow X Snow Flobes,Snow Flobes X Stamina Yarrow,110,0,30,0,0,0,0,0
Stamina Yarrow X Squish,Squish X Stamina Yarrow,90,0,30,0,0,0,0,0
Stamina Yarrow X Stonefruit,Stonefruit X Stamina Yarrow,80,0,30,0,0,0,0,0
Stamina Yarrow X Snowdrop Flower,Snowdrop Flower X Stamina Yarrow,70,500,30,100,0,0,0,0
Stamina Yarrow X Icicle Root,Icicle Root X Stamina Yarrow,70,0,30,0,-5,5,-5,-5
Stamina Yarrow X Sweater Plant,Sweater Plant X Stamina Yarrow,70,0,30,0,0,3,0,0
Stamina Yarrow X Chilly Berry,Chilly Berry X Stamina Yarrow,70,0,30,0,1,1,0,0
Stamina Yarrow X Bulbshroom,Bulbshroom X Stamina Yarrow,70,0,30,0,0,0,3,3
Stamina Yarrow X Ruby Plant,Ruby Plant X Stamina Yarrow,70,0,30,0,2,0,2,2
Stamina Yarrow X Snowman Plant,Snowman Plant X Stamina Yarrow,70,0,80,0,1,0,0,0
Stamina Yarrow X Gift Plant,Gift Plant X Stamina Yarrow,70,1000,30,0,0,0,0,0
Stamina Yarrow X Cresent Plant,Cresent Plant X Stamina Yarrow,70,0,30,0,5,0,0,0
Stamina Yarrow X Beach Peach,Beach Peach X Stamina Yarrow,70,0,30,0,0,0,0,0
Stamina Yarrow X Popcorn Plant,Popcorn Plant X Stamina Yarrow,70,0,30,0,0,-1,0,0
Stamina Yarrow X Black Pearl,Black Pearl X Stamina Yarrow,70,0,30,0,0,-3,0,5
Stamina Yarrow X Spectre Flower,Spectre Flower X Stamina Yarrow,60,0,30,50,0,0,-2,0
Stamina Yarrow X Flag Flower,Flag Flower X Stamina Yarrow,60,0,30,40,0,0,0,0
Stamina Yarrow X Skeleplant,Skeleplant X Stamina Yarrow,60,0,30,0,-2,2,0,0
Stamina Yarrow X Electricone,Electricone X Stamina Yarrow,60,0,30,0,0,0,0,4
Stamina Yarrow X Fuzzball,Fuzzball X Stamina Yarrow,60,0,30,0,1,0,1,1
Stamina Yarrow X Wilowisp,Wilowisp X Stamina Yarrow,60,250,30,0,0,0,0,0
Stamina Yarrow X Plantern,Plantern X Stamina Yarrow,60,0,30,0,0,0,4,0
Stamina Yarrow X Heat Plant,Heat Plant X Stamina Yarrow,60,0,30,0,4,0,0,0
Stamina Yarrow X Ghostshroom,Ghostshroom X Stamina Yarrow,60,0,130,0,0,0,0,0
Stamina Yarrow X Colberry,Colberry X Stamina Yarrow,60,0,70,0,0,0,0,0
Stamina Yarrow X Applum,Applum X Stamina Yarrow,60,0,50,0,0,0,0,0
Stamina Yarrow X Tiny Flower,Tiny Flower X Stamina Yarrow,50,50,30,30,0,0,0,0
Stamina Yarrow X Sun Flower,Sun Flower X Stamina Yarrow,50,0,30,30,0,0,2,0
Stamina Yarrow X Fire Flower,Fire Flower X Stamina Yarrow,50,0,30,30,0,0,0,0
Stamina Yarrow X Pinwheel Flower,Pinwheel Flower X Stamina Yarrow,50,0,30,20,1,0,0,0
Stamina Yarrow X Zaplant,Zaplant X Stamina Yarrow,50,0,30,0,0,1,0,3
Stamina Yarrow X Wingfruit,Wingfruit X Stamina Yarrow,50,0,30,0,-8,0,0,8
Stamina Yarrow X Lilypad,Lilypad X Stamina Yarrow,50,0,45,0,0,0,0,0
Stamina Yarrow X CatTail,CatTail X Stamina Yarrow,50,0,30,0,0,0,3,0
Stamina Yarrow X Umbrellashroom,Umbrellashroom X Stamina Yarrow,50,0,30,0,-1,0,0,2
Stamina Yarrow X Mossball,Mossball X Stamina Yarrow,50,0,40,0,0,0,1,1
Stamina Yarrow X Popsiplant,Popsiplant X Stamina Yarrow,50,0,30,0,1,0,2,0
Stamina Yarrow X Hot Air Fruit,Hot Air Fruit X Stamina Yarrow,50,50,50,0,0,0,0,0
Stamina Yarrow X Bolt,Bolt X Stamina Yarrow,50,0,30,0,0,0,5,0
Stamina Yarrow X Flameroot,Flameroot X Stamina Yarrow,50,0,30,0,0,0,4,0
Stamina Yarrow X Bloodroot,Bloodroot X Stamina Yarrow,50,0,30,0,5,0,-5,0
Stamina Yarrow X Eyeberry,Eyeberry X Stamina Yarrow,50,100,30,0,0,0,0,0
Stamina Yarrow X Nimbus Plant,Nimbus Plant X Stamina Yarrow,50,0,30,0,0,0,0,3
Stamina Yarrow X Hot Pepper,Hot Pepper X Stamina Yarrow,50,0,30,0,3,0,0,0
Stamina Yarrow X Yarrow,Yarrow X Stamina Yarrow,50,0,60,0,0,0,0,0
Stamina Yarrow X Spirit Bane,Spirit Bane X Stamina Yarrow,50,0,30,0,0,0,-5,5
Stamina Yarrow X Prickly Plant,Prickly Plant X Stamina Yarrow,50,0,30,0,0,0,0,-4
Stamina Yarrow X Erdenleaf,Erdenleaf X Stamina Yarrow,50,0,30,0,0,-2,0,0
Stamina Yarrow X Flake Flower,Flake Flower X Stamina Yarrow,20,0,30,50,-2,0,-2,-2
Stamina Yarrow X Spiky Plant,Spiky Plant X Stamina Yarrow,20,0,30,0,0,0,-3,0
Stamina Yarrow X Saplant,Saplant X Stamina Yarrow,20,0,30,0,0,0,-5,0
Stamina Yarrow X Nightshade,Nightshade X Stamina Yarrow,20,0,30,0,-3,0,0,0
Stamina Yarrow X Mandrake,Mandrake X Stamina Yarrow,20,0,30,0,0,0,0,-3
Stamina Yarrow X Grumpkin,Grumpkin X Stamina Yarrow,20,0,30,0,-1,0,-1,-1
Stamina Spirit Bane X Stamina Spirit Bane,Stamina Spirit Bane X Stamina Spirit Bane,60,0,0,0,0,0,-10,10
Stamina Spirit Bane X Stamina Prickly Plant,Stamina Prickly Plant X Stamina Spirit Bane,60,0,0,0,0,0,-5,1
Stamina Spirit Bane X Stamina Erdenleaf,Stamina Erdenleaf X Stamina Spirit Bane,60,0,0,0,0,-2,-5,5
Stamina Spirit Bane X Exp Snowdrop Flower,Exp Snowdrop Flower X Stamina Spirit Bane,70,750,0,100,0,0,-5,5
Stamina Spirit Bane X Exp Gift Plant,Exp Gift Plant X Stamina Spirit Bane,70,1500,0,0,0,0,-5,5
Stamina Spirit Bane X Exp Wilowisp,Exp Wilowisp X Stamina Spirit Bane,60,375,0,0,0,0,-5,5
Stamina Spirit Bane X Exp Tiny Flower,Exp Tiny Flower X Stamina Spirit Bane,50,75,0,30,0,0,-5,5
Stamina Spirit Bane X Exp Hot Air Fruit,Exp Hot Air Fruit X Stamina Spirit Bane,50,75,20,0,0,0,-5,5
Stamina Spirit Bane X Exp Eyeberry,Exp Eyeberry X Stamina Spirit Bane,50,150,0,0,0,0,-5,5
Stamina Spirit Bane X Health Snowman Plant,Health Snowman Plant X Stamina Spirit Bane,70,0,75,0,1,0,-5,5
Stamina Spirit Bane X Health Ghostshroom,Health Ghostshroom X Stamina Spirit Bane,60,0,150,0,0,0,-5,5
Stamina Spirit Bane X Health Colberry,Health Colberry X Stamina Spirit Bane,60,0,60,0,0,0,-5,5
Stamina Spirit Bane X Health Applum,Health Applum X Stamina Spirit Bane,60,0,30,0,0,0,-5,5
Stamina Spirit Bane X Health Lilypad,Health Lilypad X Stamina Spirit Bane,50,0,22.5,0,0,0,-5,5
Stamina Spirit Bane X Health Mossball,Health Mossball X Stamina Spirit Bane,50,0,15,0,0,0,-4,6
Stamina Spirit Bane X Health Hot Air Fruit,Health Hot Air Fruit X Stamina Spirit Bane,50,50,30,0,0,0,-5,5
Stamina Spirit Bane X Health Yarrow,Health Yarrow X Stamina Spirit Bane,50,0,45,0,0,0,-5,5
Stamina Spirit Bane X Power Bulbshroom,Power Bulbshroom X Stamina Spirit Bane,70,0,0,0,0,0,-2,9.5
Stamina Spirit Bane X Power Ruby Plant,Power Ruby Plant X Stamina Spirit Bane,70,0,0,0,2,0,-3,8
Stamina Spirit Bane X Power Black Pearl,Power Black Pearl X Stamina Spirit Bane,70,0,0,0,0,-3,-5,12.5
Stamina Spirit Bane X Power Electricone,Power Electricone X Stamina Spirit Bane,60,0,0,0,0,0,-5,11
Stamina Spirit Bane X Power Fuzzball,Power Fuzzball X Stamina Spirit Bane,60,0,0,0,1,0,-4,6.5
Stamina Spirit Bane X Power Zaplant,Power Zaplant X Stamina Spirit Bane,50,0,0,0,0,1,-5,9.5
Stamina Spirit Bane X Power Wingfruit,Power Wingfruit X Stamina Spirit Bane,50,0,0,0,-8,0,-5,17
Stamina Spirit Bane X Power Umbrellashroom,Power Umbrellashroom X Stamina Spirit Bane,50,0,0,0,-1,0,-5,8
Stamina Spirit Bane X Power Mossball,Power Mossball X Stamina Spirit Bane,50,0,10,0,0,0,-4,6.5
Stamina Spirit Bane X Power Nimbus Plant,Power Nimbus Plant X Stamina Spirit Bane,50,0,0,0,0,0,-5,9.5
Stamina Spirit Bane X Power Spirit Bane,Power Spirit Bane X Stamina Spirit Bane,50,0,0,0,0,0,-10,12.5
Stamina Spirit Bane X Speed Bulbshroom,Speed Bulbshroom X Stamina Spirit Bane,70,0,0,0,0,0,-0.5,8
Stamina Spirit Bane X Speed Ruby Plant,Speed Ruby Plant X Stamina Spirit Bane,70,0,0,0,2,0,-2,7
Stamina Spirit Bane X Speed Fuzzball,Speed Fuzzball X Stamina Spirit Bane,60,0,0,0,1,0,-3.5,6
Stamina Spirit Bane X Speed Plantern,Speed Plantern X Stamina Spirit Bane,60,0,0,0,0,0,1,5
Stamina Spirit Bane X Speed Sun Flower,Speed Sun Flower X Stamina Spirit Bane,50,0,0,30,0,0,-2,5
Stamina Spirit Bane X Speed CatTail,Speed CatTail X Stamina Spirit Bane,50,0,0,0,0,0,-0.5,5
Stamina Spirit Bane X Speed Mossball,Speed Mossball X Stamina Spirit Bane,50,0,10,0,0,0,-3.5,6
Stamina Spirit Bane X Speed Popsiplant,Speed Popsiplant X Stamina Spirit Bane,50,0,0,0,1,0,-2,5
Stamina Spirit Bane X Speed Bolt,Speed Bolt X Stamina Spirit Bane,50,0,0,0,0,0,2.5,5
Stamina Spirit Bane X Speed Flameroot,Speed Flameroot X Stamina Spirit Bane,50,0,0,0,0,0,1,5
Stamina Spirit Bane X Tame Snowdrop Flower,Tame Snowdrop Flower X Stamina Spirit Bane,70,500,0,150,0,0,-5,5
Stamina Spirit Bane X Tame Spectre Flower,Tame Spectre Flower X Stamina Spirit Bane,60,0,0,75,0,0,-7,5
Stamina Spirit Bane X Tame Flag Flower,Tame Flag Flower X Stamina Spirit Bane,60,0,0,60,0,0,-5,5
Stamina Spirit Bane X Tame Tiny Flower,Tame Tiny Flower X Stamina Spirit Bane,50,50,0,45,0,0,-5,5
Stamina Spirit Bane X Tame Sun Flower,Tame Sun Flower X Stamina Spirit Bane,50,0,0,45,0,0,-3,5
Stamina Spirit Bane X Tame Fire Flower,Tame Fire Flower X Stamina Spirit Bane,50,0,0,45,0,0,-5,5
Stamina Spirit Bane X Tame Pinwheel Flower,Tame Pinwheel Flower X Stamina Spirit Bane,50,0,0,30,1,0,-5,5
Stamina Spirit Bane X Tame Flake Flower,Tame Flake Flower X Stamina Spirit Bane,20,0,0,75,-2,0,-7,3
Stamina Spirit Bane X Magic Mushroom,Magic Mushroom X Stamina Spirit Bane,130,0,0,0,0,0,-5,5
Stamina Spirit Bane X Snow Flobes,Snow Flobes X Stamina Spirit Bane,110,0,0,0,0,0,-5,5
Stamina Spirit Bane X Squish,Squish X Stamina Spirit Bane,90,0,0,0,0,0,-5,5
Stamina Spirit Bane X Stonefruit,Stonefruit X Stamina Spirit Bane,80,0,0,0,0,0,-5,5
Stamina Spirit Bane X Snowdrop Flower,Snowdrop Flower X Stamina Spirit Bane,70,500,0,100,0,0,-5,5
Stamina Spirit Bane X Icicle Root,Icicle Root X Stamina Spirit Bane,70,0,0,0,-5,5,-10,0
Stamina Spirit Bane X Sweater Plant,Sweater Plant X Stamina Spirit Bane,70,0,0,0,0,3,-5,5
Stamina Spirit Bane X Chilly Berry,Chilly Berry X Stamina Spirit Bane,70,0,0,0,1,1,-5,5
Stamina Spirit Bane X Bulbshroom,Bulbshroom X Stamina Spirit Bane,70,0,0,0,0,0,-2,8
Stamina Spirit Bane X Ruby Plant,Ruby Plant X Stamina Spirit Bane,70,0,0,0,2,0,-3,7
Stamina Spirit Bane X Snowman Plant,Snowman Plant X Stamina Spirit Bane,70,0,50,0,1,0,-5,5
Stamina Spirit Bane X Gift Plant,Gift Plant X Stamina Spirit Bane,70,1000,0,0,0,0,-5,5
Stamina Spirit Bane X Cresent Plant,Cresent Plant X Stamina Spirit Bane,70,0,0,0,5,0,-5,5
Stamina Spirit Bane X Beach Peach,Beach Peach X Stamina Spirit Bane,70,0,0,0,0,0,-5,5
Stamina Spirit Bane X Popcorn Plant,Popcorn Plant X Stamina Spirit Bane,70,0,0,0,0,-1,-5,5
Stamina Spirit Bane X Black Pearl,Black Pearl X Stamina Spirit Bane,70,0,0,0,0,-3,-5,10
Stamina Spirit Bane X Spectre Flower,Spectre Flower X Stamina Spirit Bane,60,0,0,50,0,0,-7,5
Stamina Spirit Bane X Flag Flower,Flag Flower X Stamina Spirit Bane,60,0,0,40,0,0,-5,5
Stamina Spirit Bane X Skeleplant,Skeleplant X Stamina Spirit Bane,60,0,0,0,-2,2,-5,5
Stamina Spirit Bane X Electricone,Electricone X Stamina Spirit Bane,60,0,0,0,0,0,-5,9
Stamina Spirit Bane X Fuzzball,Fuzzball X Stamina Spirit Bane,60,0,0,0,1,0,-4,6
Stamina Spirit Bane X Wilowisp,Wilowisp X Stamina Spirit Bane,60,250,0,0,0,0,-5,5
Stamina Spirit Bane X Plantern,Plantern X Stamina Spirit Bane,60,0,0,0,0,0,-1,5
Stamina Spirit Bane X Heat Plant,Heat Plant X Stamina Spirit Bane,60,0,0,0,4,0,-5,5
Stamina Spirit Bane X Ghostshroom,Ghostshroom X Stamina Spirit Bane,60,0,100,0,0,0,-5,5
Stamina Spirit Bane X Colberry,Colberry X Stamina Spirit Bane,60,0,40,0,0,0,-5,5
Stamina Spirit Bane X Applum,Applum X Stamina Spirit Bane,60,0,20,0,0,0,-5,5
Stamina Spirit Bane X Tiny Flower,Tiny Flower X Stamina Spirit Bane,50,50,0,30,0,0,-5,5
Stamina Spirit Bane X Sun Flower,Sun Flower X Stamina Spirit Bane,50,0,0,30,0,0,-3,5
Stamina Spirit Bane X Fire Flower,Fire Flower X Stamina Spirit Bane,50,0,0,30,0,0,-5,5
Stamina Spirit Bane X Pinwheel Flower,Pinwheel Flower X Stamina Spirit Bane,50,0,0,20,1,0,-5,5
Stamina Spirit Bane X Zaplant,Zaplant X Stamina Spirit Bane,50,0,0,0,0,1,-5,8
Stamina Spirit Bane X Wingfruit,Wingfruit X Stamina Spirit Bane,50,0,0,0,-8,0,-5,13
Stamina Spirit Bane X Lilypad,Lilypad X Stamina Spirit Bane,50,0,15,0,0,0,-5,5
Stamina Spirit Bane X CatTail,CatTail X Stamina Spirit Bane,50,0,0,0,0,0,-2,5
Stamina Spirit Bane X Umbrellashroom,Umbrellashroom X Stamina Spirit Bane,50,0,0,0,-1,0,-5,7
Stamina Spirit Bane X Mossball,Mossball X Stamina Spirit Bane,50,0,10,0,0,0,-4,6
Stamina Spirit Bane X Popsiplant,Popsiplant X Stamina Spirit Bane,50,0,0,0,1,0,-3,5
Stamina Spirit Bane X Hot Air Fruit,Hot Air Fruit X Stamina Spirit Bane,50,50,20,0,0,0,-5,5
Stamina Spirit Bane X Bolt,Bolt X Stamina Spirit Bane,50,0,0,0,0,0,0,5
Stamina Spirit Bane X Flameroot,Flameroot X Stamina Spirit Bane,50,0,0,0,0,0,-1,5
Stamina Spirit Bane X Bloodroot,Bloodroot X Stamina Spirit Bane,50,0,0,0,5,0,-10,5
Stamina Spirit Bane X Eyeberry,Eyeberry X Stamina Spirit Bane,50,100,0,0,0,0,-5,5
Stamina Spirit Bane X Nimbus Plant,Nimbus Plant X Stamina Spirit Bane,50,0,0,0,0,0,-5,8
Stamina Spirit Bane X Hot Pepper,Hot Pepper X Stamina Spirit Bane,50,0,0,0,3,0,-5,5
Stamina Spirit Bane X Yarrow,Yarrow X Stamina Spirit Bane,50,0,30,0,0,0,-5,5
Stamina Spirit Bane X Spirit Bane,Spirit Bane X Stamina Spirit Bane,50,0,0,0,0,0,-10,10
Stamina Spirit Bane X Prickly Plant,Prickly Plant X Stamina Spirit Bane,50,0,0,0,0,0,-5,1
Stamina Spirit Bane X Erdenleaf,Erdenleaf X Stamina Spirit Bane,50,0,0,0,0,-2,-5,5
Stamina Spirit Bane X Flake Flower,Flake Flower X Stamina Spirit Bane,20,0,0,50,-2,0,-7,3
Stamina Spirit Bane X Spiky Plant,Spiky Plant X Stamina Spirit Bane,20,0,0,0,0,0,-8,5
Stamina Spirit Bane X Saplant,Saplant X Stamina Spirit Bane,20,0,0,0,0,0,-10,5
Stamina Spirit Bane X Nightshade,Nightshade X Stamina Spirit Bane,20,0,0,0,-3,0,-5,5
Stamina Spirit Bane X Mandrake,Mandrake X Stamina Spirit Bane,20,0,0,0,0,0,-5,2
Stamina Spirit Bane X Grumpkin,Grumpkin X Stamina Spirit Bane,20,0,0,0,-1,0,-6,4
Stamina Prickly Plant X Stamina Prickly Plant,Stamina Prickly Plant X Stamina Prickly Plant,60,0,0,0,0,0,0,-8
Stamina Prickly Plant X Stamina Erdenleaf,Stamina Erdenleaf X Stamina Prickly Plant,60,0,0,0,0,-2,0,-4
Stamina Prickly Plant X Exp Snowdrop Flower,Exp Snowdrop Flower X Stamina Prickly Plant,70,750,0,100,0,0,0,-4
Stamina Prickly Plant X Exp Gift Plant,Exp Gift Plant X Stamina Prickly Plant,70,1500,0,0,0,0,0,-4
Stamina Prickly Plant X Exp Wilowisp,Exp Wilowisp X Stamina Prickly Plant,60,375,0,0,0,0,0,-4
Stamina Prickly Plant X Exp Tiny Flower,Exp Tiny Flower X Stamina Prickly Plant,50,75,0,30,0,0,0,-4
Stamina Prickly Plant X Exp Hot Air Fruit,Exp Hot Air Fruit X Stamina Prickly Plant,50,75,20,0,0,0,0,-4
Stamina Prickly Plant X Exp Eyeberry,Exp Eyeberry X Stamina Prickly Plant,50,150,0,0,0,0,0,-4
Stamina Prickly Plant X Health Snowman Plant,Health Snowman Plant X Stamina Prickly Plant,70,0,75,0,1,0,0,-4
Stamina Prickly Plant X Health Ghostshroom,Health Ghostshroom X Stamina Prickly Plant,60,0,150,0,0,0,0,-4
Stamina Prickly Plant X Health Colberry,Health Colberry X Stamina Prickly Plant,60,0,60,0,0,0,0,-4
Stamina Prickly Plant X Health Applum,Health Applum X Stamina Prickly Plant,60,0,30,0,0,0,0,-4
Stamina Prickly Plant X Health Lilypad,Health Lilypad X Stamina Prickly Plant,50,0,22.5,0,0,0,0,-4
Stamina Prickly Plant X Health Mossball,Health Mossball X Stamina Prickly Plant,50,0,15,0,0,0,1,-3
Stamina Prickly Plant X Health Hot Air Fruit,Health Hot Air Fruit X Stamina Prickly Plant,50,50,30,0,0,0,0,-4
Stamina Prickly Plant X Health Yarrow,Health Yarrow X Stamina Prickly Plant,50,0,45,0,0,0,0,-4
Stamina Prickly Plant X Power Bulbshroom,Power Bulbshroom X Stamina Prickly Plant,70,0,0,0,0,0,3,0.5
Stamina Prickly Plant X Power Ruby Plant,Power Ruby Plant X Stamina Prickly Plant,70,0,0,0,2,0,2,-1
Stamina Prickly Plant X Power Black Pearl,Power Black Pearl X Stamina Prickly Plant,70,0,0,0,0,-3,0,3.5
Stamina Prickly Plant X Power Electricone,Power Electricone X Stamina Prickly Plant,60,0,0,0,0,0,0,2
Stamina Prickly Plant X Power Fuzzball,Power Fuzzball X Stamina Prickly Plant,60,0,0,0,1,0,1,-2.5
Stamina Prickly Plant X Power Zaplant,Power Zaplant X Stamina Prickly Plant,50,0,0,0,0,1,0,0.5
Stamina Prickly Plant X Power Wingfruit,Power Wingfruit X Stamina Prickly Plant,50,0,0,0,-8,0,0,8
Stamina Prickly Plant X Power Umbrellashroom,Power Umbrellashroom X Stamina Prickly Plant,50,0,0,0,-1,0,0,-1
Stamina Prickly Plant X Power Mossball,Power Mossball X Stamina Prickly Plant,50,0,10,0,0,0,1,-2.5
Stamina Prickly Plant X Power Nimbus Plant,Power Nimbus Plant X Stamina Prickly Plant,50,0,0,0,0,0,0,0.5
Stamina Prickly Plant X Power Spirit Bane,Power Spirit Bane X Stamina Prickly Plant,50,0,0,0,0,0,-5,3.5
Stamina Prickly Plant X Speed Bulbshroom,Speed Bulbshroom X Stamina Prickly Plant,70,0,0,0,0,0,4.5,-1
Stamina Prickly Plant X Speed Ruby Plant,Speed Ruby Plant X Stamina Prickly Plant,70,0,0,0,2,0,3,-2
Stamina Prickly Plant X Speed Fuzzball,Speed Fuzzball X Stamina Prickly Plant,60,0,0,0,1,0,1.5,-3
Stamina Prickly Plant X Speed Plantern,Speed Plantern X Stamina Prickly Plant,60,0,0,0,0,0,6,-4
Stamina Prickly Plant X Speed Sun Flower,Speed Sun Flower X Stamina Prickly Plant,50,0,0,30,0,0,3,-4
Stamina Prickly Plant X Speed CatTail,Speed CatTail X Stamina Prickly Plant,50,0,0,0,0,0,4.5,-4
Stamina Prickly Plant X Speed Mossball,Speed Mossball X Stamina Prickly Plant,50,0,10,0,0,0,1.5,-3
Stamina Prickly Plant X Speed Popsiplant,Speed Popsiplant X Stamina Prickly Plant,50,0,0,0,1,0,3,-4
Stamina Prickly Plant X Speed Bolt,Speed Bolt X Stamina Prickly Plant,50,0,0,0,0,0,7.5,-4
Stamina Prickly Plant X Speed Flameroot,Speed Flameroot X Stamina Prickly Plant,50,0,0,0,0,0,6,-4
Stamina Prickly Plant X Tame Snowdrop Flower,Tame Snowdrop Flower X Stamina Prickly Plant,70,500,0,150,0,0,0,-4
Stamina Prickly Plant X Tame Spectre Flower,Tame Spectre Flower X Stamina Prickly Plant,60,0,0,75,0,0,-2,-4
Stamina Prickly Plant X Tame Flag Flower,Tame Flag Flower X Stamina Prickly Plant,60,0,0,60,0,0,0,-4
Stamina Prickly Plant X Tame Tiny Flower,Tame Tiny Flower X Stamina Prickly Plant,50,50,0,45,0,0,0,-4
Stamina Prickly Plant X Tame Sun Flower,Tame Sun Flower X Stamina Prickly Plant,50,0,0,45,0,0,2,-4
Stamina Prickly Plant X Tame Fire Flower,Tame Fire Flower X Stamina Prickly Plant,50,0,0,45,0,0,0,-4
Stamina Prickly Plant X Tame Pinwheel Flower,Tame Pinwheel Flower X Stamina Prickly Plant,50,0,0,30,1,0,0,-4
Stamina Prickly Plant X Tame Flake Flower,Tame Flake Flower X Stamina Prickly Plant,20,0,0,75,-2,0,-2,-6
Stamina Prickly Plant X Magic Mushroom,Magic Mushroom X Stamina Prickly Plant,130,0,0,0,0,0,0,-4
Stamina Prickly Plant X Snow Flobes,Snow Flobes X Stamina Prickly Plant,110,0,0,0,0,0,0,-4
Stamina Prickly Plant X Squish,Squish X Stamina Prickly Plant,90,0,0,0,0,0,0,-4
Stamina Prickly Plant X Stonefruit,Stonefruit X Stamina Prickly Plant,80,0,0,0,0,0,0,-4
Stamina Prickly Plant X Snowdrop Flower,Snowdrop Flower X Stamina Prickly Plant,70,500,0,100,0,0,0,-4
Stamina Prickly Plant X Icicle Root,Icicle Root X Stamina Prickly Plant,70,0,0,0,-5,5,-5,-9
Stamina Prickly Plant X Sweater Plant,Sweater Plant X Stamina Prickly Plant,70,0,0,0,0,3,0,-4
Stamina Prickly Plant X Chilly Berry,Chilly Berry X Stamina Prickly Plant,70,0,0,0,1,1,0,-4
Stamina Prickly Plant X Bulbshroom,Bulbshroom X Stamina Prickly Plant,70,0,0,0,0,0,3,-1
Stamina Prickly Plant X Ruby Plant,Ruby Plant X Stamina Prickly Plant,70,0,0,0,2,0,2,-2
Stamina Prickly Plant X Snowman Plant,Snowman Plant X Stamina Prickly Plant,70,0,50,0,1,0,0,-4
Stamina Prickly Plant X Gift Plant,Gift Plant X Stamina Prickly Plant,70,1000,0,0,0,0,0,-4
Stamina Prickly Plant X Cresent Plant,Cresent Plant X Stamina Prickly Plant,70,0,0,0,5,0,0,-4
Stamina Prickly Plant X Beach Peach,Beach Peach X Stamina Prickly Plant,70,0,0,0,0,0,0,-4
Stamina Prickly Plant X Popcorn Plant,Popcorn Plant X Stamina Prickly Plant,70,0,0,0,0,-1,0,-4
Stamina Prickly Plant X Black Pearl,Black Pearl X Stamina Prickly Plant,70,0,0,0,0,-3,0,1
Stamina Prickly Plant X Spectre Flower,Spectre Flower X Stamina Prickly Plant,60,0,0,50,0,0,-2,-4
Stamina Prickly Plant X Flag Flower,Flag Flower X Stamina Prickly Plant,60,0,0,40,0,0,0,-4
Stamina Prickly Plant X Skeleplant,Skeleplant X Stamina Prickly Plant,60,0,0,0,-2,2,0,-4
Stamina Prickly Plant X Electricone,Electricone X Stamina Prickly Plant,60,0,0,0,0,0,0,0
Stamina Prickly Plant X Fuzzball,Fuzzball X Stamina Prickly Plant,60,0,0,0,1,0,1,-3
